Ejercicio,REGION,Código Entidad,Entidad,Código Departamento,Departamento,Código Clase,Clase,Código Sección,Sección,Código Grupo,Grupo,Código Recurso,Recurso,Asignado,Modificado,Vigente,Devengado,Percibido
2019,REGIÓN V CENTRAL,12100501,MUNICIPALIDAD DE ESCUINTLA,0500,ESCUINTLA,10000,INGRESOS TRIBUTARIOS,10200,IMPUESTOS INDIRECTOS,10280,ARBITRIOS MUNICIPALES,10288,SOBRE PRODUCTOS INDUSTRIALES,312306.41,0.00,312306.41,0.00,0.00
2019,REGIÓN V CENTRAL,12100501,MUNICIPALIDAD DE ESCUINTLA,0500,ESCUINTLA,10000,INGRESOS TRIBUTARIOS,10200,IMPUESTOS INDIRECTOS,10280,ARBITRIOS MUNICIPALES,10289,OTROS ARBITRIOS MUNICIPALES,1840547.81,272100.99,2112648.80,2180323.80,2180323.80
2019,REGIÓN V CENTRAL,12100501,MUNICIPALIDAD DE ESCUINTLA,0500,ESCUINTLA,11000,INGRESOS NO TRIBUTARIOS,11200,TASAS,11290,TASAS Y LICENCIAS VARIAS,11290,TASAS Y LICENCIAS VARIAS,17078159.30,2413712.57,19491871.87,19151462.74,19151462.74
2019,REGIÓN V CENTRAL,12100501,MUNICIPALIDAD DE ESCUINTLA,0500,ESCUINTLA,11000,INGRESOS NO TRIBUTARIOS,11300,CONTRIBUCIONES POR MEJORAS,11310,CONTRIBUCIONES POR MEJORAS,11310,CONTRIBUCIONES POR MEJORAS,4826.60,0.00,4826.60,0.00,0.00
2019,REGIÓN V CENTRAL,12100501,MUNICIPALIDAD DE ESCUINTLA,0500,ESCUINTLA,11000,INGRESOS NO TRIBUTARIOS,11400,"ARRENDAMIENTO DE EDIFICIOS, EQUIPOS E INSTALACIONES",11410,DE EDIFICIOS Y VIVIENDAS,11410,DE EDIFICIOS Y VIVIENDAS,96550.00,14412.00,110962.00,84150.00,84150.00
2019,REGIÓN V CENTRAL,12100501,MUNICIPALIDAD DE ESCUINTLA,0500,ESCUINTLA,11000,INGRESOS NO TRIBUTARIOS,11600,MULTAS,11610,ORIGINADAS POR INGRESOS NO TRIBUTARIOS,11610,ORIGINADAS POR INGRESOS NO TRIBUTARIOS,672218.01,1388689.60,2060907.61,1838202.51,1838202.51
2019,REGIÓN V CENTRAL,12100501,MUNICIPALIDAD DE ESCUINTLA,0500,ESCUINTLA,11000,INGRESOS NO TRIBUTARIOS,11700,INTERESES POR MORA,11710,ORIGINADOS POR INGRESOS NO TRIBUTARIOS,11710,ORIGINADOS POR INGRESOS NO TRIBUTARIOS,0.00,3334.48,3334.48,3334.48,3334.48
2019,REGIÓN V CENTRAL,12100501,MUNICIPALIDAD DE ESCUINTLA,0500,ESCUINTLA,11000,INGRESOS NO TRIBUTARIOS,11900,OTROS INGRESOS NO TRIBUTARIOS,11990,OTROS INGRESOS NO TRIBUTARIOS,11990,OTROS INGRESOS NO TRIBUTARIOS,1921278.36,0.00,1921278.36,955840.87,955840.87
2019,REGIÓN V CENTRAL,12100501,MUNICIPALIDAD DE ESCUINTLA,0500,ESCUINTLA,13000,VTA. DE BIENES Y SERV. DE LA ADM. PÚBLICA,13200,VENTA DE SERVICIOS,13260,SERVICIOS ADMINISTRATIVOS MUNICIPALES,13260,SERVICIOS ADMINISTRATIVOS MUNICIPALES,574332.45,817690.97,1392023.42,1152712.13,1152712.13
2019,REGIÓN V CENTRAL,12100501,MUNICIPALIDAD DE ESCUINTLA,0500,ESCUINTLA,14000,INGRESOS DE OPERACION,14200,VENTA DE SERVICIOS,14240,SERVICIOS PÚBLICOS MUNICIPALES,14240,SERVICIOS PÚBLICOS MUNICIPALES,4372855.72,27153.33,4400009.05,3682246.51,3682246.51
2019,REGIÓN V CENTRAL,12100501,MUNICIPALIDAD DE ESCUINTLA,0500,ESCUINTLA,15000,RENTAS DE LA PROPIEDAD,15100,INTERESES,15130,POR DEPOSITOS,15131,POR DEPÓSITOS INTERNOS,228798.04,106087.60,334885.64,337877.34,337877.34
2019,REGIÓN V CENTRAL,12100501,MUNICIPALIDAD DE ESCUINTLA,0500,ESCUINTLA,15000,RENTAS DE LA PROPIEDAD,15200,DIVIDENDOS Y/O UTILIDADES,15210,DIVIDENDOS Y/O UTILIDADES,15211,DE EMPRESAS PÚBLICAS NACIONALES,1921339.19,0.00,1921339.19,1166226.48,1166226.48
2019,REGIÓN V CENTRAL,12100501,MUNICIPALIDAD DE ESCUINTLA,0500,ESCUINTLA,15000,RENTAS DE LA PROPIEDAD,15300,ARRENDAMIENTO DE TIERRAS Y TERRENOS,15310,ARRENDAMIENTO DE TIERRAS Y TERRENOS,15310,ARRENDAMIENTO DE TIERRAS Y TERRENOS,57919.66,63299.86,121219.52,125219.52,125219.52
2019,REGIÓN V CENTRAL,12100501,MUNICIPALIDAD DE ESCUINTLA,0500,ESCUINTLA,16000,TRANSFERENCIAS CORRIENTES,16100,DEL SECTOR PRIVADO,16130,DE EMPRESAS PRIVADAS,16130,DE EMPRESAS PRIVADAS,0.00,180367.36,180367.36,180367.36,180367.36
2019,REGIÓN V CENTRAL,12100501,MUNICIPALIDAD DE ESCUINTLA,0500,ESCUINTLA,16000,TRANSFERENCIAS CORRIENTES,16200,DEL SECTOR PÚBLICO,16210,DE LA ADMINISTRACIÓN CENTRAL,16210,DE LA ADMINISTRACIÓN CENTRAL,6034711.06,622236.24,6656947.30,6583264.00,6583264.00
2019,REGIÓN V CENTRAL,12100501,MUNICIPALIDAD DE ESCUINTLA,0500,ESCUINTLA,17000,TRANSFERENCIAS DE CAPITAL,17100,DEL SECTOR PRIVADO,17110,DE PERSONAS Y UNIDADES FAMILIARES,17110,DE PERSONAS Y UNIDADES FAMILIARES,0.00,3859.00,3859.00,2500.00,2500.00
2019,REGIÓN V CENTRAL,12100501,MUNICIPALIDAD DE ESCUINTLA,0500,ESCUINTLA,17000,TRANSFERENCIAS DE CAPITAL,17100,DEL SECTOR PRIVADO,17120,DE INSTITUCIONES SIN FINES DE LUCRO,17120,DE INSTITUCIONES SIN FINES DE LUCRO,0.00,477146.17,477146.17,477146.17,477146.17
2019,REGIÓN V CENTRAL,12100501,MUNICIPALIDAD DE ESCUINTLA,0500,ESCUINTLA,17000,TRANSFERENCIAS DE CAPITAL,17100,DEL SECTOR PRIVADO,17130,DE EMPRESAS PRIVADAS,17130,DE EMPRESAS PRIVADAS,0.00,523859.11,523859.11,523859.11,523859.11
2019,REGIÓN V CENTRAL,12100501,MUNICIPALIDAD DE ESCUINTLA,0500,ESCUINTLA,17000,TRANSFERENCIAS DE CAPITAL,17200,DEL SECTOR PÚBLICO,17210,DE LA ADMINISTRACIÓN CENTRAL,17210,DE LA ADMINISTRACIÓN CENTRAL,30672677.46,1870006.52,32542683.98,31869470.35,31869470.35
2019,REGIÓN V CENTRAL,12100501,MUNICIPALIDAD DE ESCUINTLA,0500,ESCUINTLA,17000,TRANSFERENCIAS DE CAPITAL,17200,DEL SECTOR PÚBLICO,17220,DE ENTIDADES DESCENTRALIZADAS Y AUTÓNOMAS NO FINANCIERAS,17220,DE ENTIDADES DESCENTRALIZADAS Y AUTÓNOMAS NO FINANCIERAS,0.00,15892809.02,15892809.02,11581729.97,11581729.97
2019,REGIÓN V CENTRAL,12100501,MUNICIPALIDAD DE ESCUINTLA,0500,ESCUINTLA,23000,DISMINUCIÓN DE OTROS ACTIVOS FINANCIEROS,23100,DISMINUCIÓN DE DISPONIBILIDADES,23110,DISMINUCIÓN DE CAJA Y BANCOS,23110,DISMINUCIÓN DE CAJA Y BANCOS,0.00,14888824.46,14888824.46,0.00,0.00
2019,REGIÓN V CENTRAL,12100501,MUNICIPALIDAD DE ESCUINTLA,0500,ESCUINTLA,23000,DISMINUCIÓN DE OTROS ACTIVOS FINANCIEROS,23400,DISM. DE ACT. DIFERIDOS Y ANTICIPOS A CONTRATISTAS,23440,DISMINUCIÓN DE ANTICIPOS A CONTRATISTAS Y PROVEEDORES A LARGO PLAZO,23440,DISMINUCIÓN DE ANTICIPOS A CONTRATISTAS Y PROVEEDORES A LARGO PLAZO,0.00,3186966.09,3186966.09,0.00,0.00
2019,REGIÓN V CENTRAL,12100502,MUNICIPALIDAD DE SANTA LUCÍA COTZUMALGUAPA,0500,ESCUINTLA,10000,INGRESOS TRIBUTARIOS,10100,IMPUESTOS DIRECTOS,10140,IMPUESTOS MUNICIPALES,10141,SOBRE LA TENENCIA DE PATRIMONIO,4014200.00,0.00,4014200.00,4491657.84,4491657.84
2019,REGIÓN V CENTRAL,12100502,MUNICIPALIDAD DE SANTA LUCÍA COTZUMALGUAPA,0500,ESCUINTLA,10000,INGRESOS TRIBUTARIOS,10100,IMPUESTOS DIRECTOS,10140,IMPUESTOS MUNICIPALES,10149,IMPUESTOS VARIOS MUNICIPALES,0.00,0.00,0.00,235.00,235.00
2019,REGIÓN V CENTRAL,12100502,MUNICIPALIDAD DE SANTA LUCÍA COTZUMALGUAPA,0500,ESCUINTLA,10000,INGRESOS TRIBUTARIOS,10200,IMPUESTOS INDIRECTOS,10280,ARBITRIOS MUNICIPALES,10281,SOBRE ESTABLECIMIENTOS COMERCIALES,196565.00,0.00,196565.00,59665.75,59665.75
2019,REGIÓN V CENTRAL,12100502,MUNICIPALIDAD DE SANTA LUCÍA COTZUMALGUAPA,0500,ESCUINTLA,10000,INGRESOS TRIBUTARIOS,10200,IMPUESTOS INDIRECTOS,10280,ARBITRIOS MUNICIPALES,10282,SOBRE ESTABLECIMIENTOS DE SERVICIOS,79565.00,0.00,79565.00,5768.00,5768.00
2019,REGIÓN V CENTRAL,12100502,MUNICIPALIDAD DE SANTA LUCÍA COTZUMALGUAPA,0500,ESCUINTLA,10000,INGRESOS TRIBUTARIOS,10200,IMPUESTOS INDIRECTOS,10280,ARBITRIOS MUNICIPALES,10283,SOBRE ESTABLECIMIENTOS INDUSTRIALES,18250.00,0.00,18250.00,4797.00,4797.00
2019,REGIÓN V CENTRAL,12100502,MUNICIPALIDAD DE SANTA LUCÍA COTZUMALGUAPA,0500,ESCUINTLA,10000,INGRESOS TRIBUTARIOS,10200,IMPUESTOS INDIRECTOS,10280,ARBITRIOS MUNICIPALES,10284,SOBRE DIVERSIONES Y ESPECTÁCULOS,4100.00,0.00,4100.00,1110.00,1110.00
2019,REGIÓN V CENTRAL,12100502,MUNICIPALIDAD DE SANTA LUCÍA COTZUMALGUAPA,0500,ESCUINTLA,10000,INGRESOS TRIBUTARIOS,10200,IMPUESTOS INDIRECTOS,10280,ARBITRIOS MUNICIPALES,10286,SOBRE PRODUCTOS PRIMARIOS AGRÍCOLAS,3527059.00,0.00,3527059.00,1011739.11,1011739.11
2019,REGIÓN V CENTRAL,12100502,MUNICIPALIDAD DE SANTA LUCÍA COTZUMALGUAPA,0500,ESCUINTLA,10000,INGRESOS TRIBUTARIOS,10200,IMPUESTOS INDIRECTOS,10280,ARBITRIOS MUNICIPALES,10287,SOBRE PRODUCTOS PRIMARIOS PECUARIOS,50.00,0.00,50.00,0.00,0.00
2019,REGIÓN V CENTRAL,12100502,MUNICIPALIDAD DE SANTA LUCÍA COTZUMALGUAPA,0500,ESCUINTLA,10000,INGRESOS TRIBUTARIOS,10200,IMPUESTOS INDIRECTOS,10280,ARBITRIOS MUNICIPALES,10288,SOBRE PRODUCTOS INDUSTRIALES,0.00,0.00,0.00,1115333.08,1115333.08
2019,REGIÓN V CENTRAL,12100502,MUNICIPALIDAD DE SANTA LUCÍA COTZUMALGUAPA,0500,ESCUINTLA,10000,INGRESOS TRIBUTARIOS,10200,IMPUESTOS INDIRECTOS,10280,ARBITRIOS MUNICIPALES,10289,OTROS ARBITRIOS MUNICIPALES,1300100.00,0.00,1300100.00,911363.00,911363.00
2019,REGIÓN V CENTRAL,12100502,MUNICIPALIDAD DE SANTA LUCÍA COTZUMALGUAPA,0500,ESCUINTLA,11000,INGRESOS NO TRIBUTARIOS,11200,TASAS,11290,TASAS Y LICENCIAS VARIAS,11290,TASAS Y LICENCIAS VARIAS,12400000.00,0.00,12400000.00,10145288.63,10145288.63
2019,REGIÓN V CENTRAL,12100502,MUNICIPALIDAD DE SANTA LUCÍA COTZUMALGUAPA,0500,ESCUINTLA,11000,INGRESOS NO TRIBUTARIOS,11300,CONTRIBUCIONES POR MEJORAS,11310,CONTRIBUCIONES POR MEJORAS,11310,CONTRIBUCIONES POR MEJORAS,20000.00,0.00,20000.00,7500.00,7500.00
2019,REGIÓN V CENTRAL,12100502,MUNICIPALIDAD DE SANTA LUCÍA COTZUMALGUAPA,0500,ESCUINTLA,11000,INGRESOS NO TRIBUTARIOS,11400,"ARRENDAMIENTO DE EDIFICIOS, EQUIPOS E INSTALACIONES",11410,DE EDIFICIOS Y VIVIENDAS,11410,DE EDIFICIOS Y VIVIENDAS,460600.00,0.00,460600.00,332460.78,332460.78
2019,REGIÓN V CENTRAL,12100502,MUNICIPALIDAD DE SANTA LUCÍA COTZUMALGUAPA,0500,ESCUINTLA,11000,INGRESOS NO TRIBUTARIOS,11600,MULTAS,11610,ORIGINADAS POR INGRESOS NO TRIBUTARIOS,11610,ORIGINADAS POR INGRESOS NO TRIBUTARIOS,502325.00,0.00,502325.00,58701.75,58701.75
2019,REGIÓN V CENTRAL,12100502,MUNICIPALIDAD DE SANTA LUCÍA COTZUMALGUAPA,0500,ESCUINTLA,11000,INGRESOS NO TRIBUTARIOS,11900,OTROS INGRESOS NO TRIBUTARIOS,11990,OTROS INGRESOS NO TRIBUTARIOS,11990,OTROS INGRESOS NO TRIBUTARIOS,200000.00,0.00,200000.00,606479.50,606479.50
2019,REGIÓN V CENTRAL,12100502,MUNICIPALIDAD DE SANTA LUCÍA COTZUMALGUAPA,0500,ESCUINTLA,13000,VTA. DE BIENES Y SERV. DE LA ADM. PÚBLICA,13200,VENTA DE SERVICIOS,13260,SERVICIOS ADMINISTRATIVOS MUNICIPALES,13260,SERVICIOS ADMINISTRATIVOS MUNICIPALES,698350.00,0.00,698350.00,310463.00,310463.00
2019,REGIÓN V CENTRAL,12100502,MUNICIPALIDAD DE SANTA LUCÍA COTZUMALGUAPA,0500,ESCUINTLA,14000,INGRESOS DE OPERACION,14200,VENTA DE SERVICIOS,14240,SERVICIOS PÚBLICOS MUNICIPALES,14240,SERVICIOS PÚBLICOS MUNICIPALES,3556800.00,0.00,3556800.00,2701534.75,2701534.75
2019,REGIÓN V CENTRAL,12100502,MUNICIPALIDAD DE SANTA LUCÍA COTZUMALGUAPA,0500,ESCUINTLA,15000,RENTAS DE LA PROPIEDAD,15100,INTERESES,15130,POR DEPOSITOS,15131,POR DEPÓSITOS INTERNOS,300000.00,0.00,300000.00,296238.55,296238.55
2019,REGIÓN V CENTRAL,12100502,MUNICIPALIDAD DE SANTA LUCÍA COTZUMALGUAPA,0500,ESCUINTLA,15000,RENTAS DE LA PROPIEDAD,15200,DIVIDENDOS Y/O UTILIDADES,15210,DIVIDENDOS Y/O UTILIDADES,15211,DE EMPRESAS PÚBLICAS NACIONALES,1900000.00,0.00,1900000.00,1166226.47,1166226.47
2019,REGIÓN V CENTRAL,12100502,MUNICIPALIDAD DE SANTA LUCÍA COTZUMALGUAPA,0500,ESCUINTLA,15000,RENTAS DE LA PROPIEDAD,15300,ARRENDAMIENTO DE TIERRAS Y TERRENOS,15310,ARRENDAMIENTO DE TIERRAS Y TERRENOS,15310,ARRENDAMIENTO DE TIERRAS Y TERRENOS,80400.00,0.00,80400.00,78540.00,78540.00
2019,REGIÓN V CENTRAL,12100502,MUNICIPALIDAD DE SANTA LUCÍA COTZUMALGUAPA,0500,ESCUINTLA,16000,TRANSFERENCIAS CORRIENTES,16100,DEL SECTOR PRIVADO,16120,DE INSTITUCIONES PRIVADAS SIN FINES DE LUCRO,16120,DE INSTITUCIONES PRIVADAS SIN FINES DE LUCRO,0.00,483995.35,483995.35,483995.35,483995.35
2019,REGIÓN V CENTRAL,12100502,MUNICIPALIDAD DE SANTA LUCÍA COTZUMALGUAPA,0500,ESCUINTLA,16000,TRANSFERENCIAS CORRIENTES,16200,DEL SECTOR PÚBLICO,16210,DE LA ADMINISTRACIÓN CENTRAL,16210,DE LA ADMINISTRACIÓN CENTRAL,5308965.00,756148.17,6065113.17,6027168.86,6027168.86
2019,REGIÓN V CENTRAL,12100502,MUNICIPALIDAD DE SANTA LUCÍA COTZUMALGUAPA,0500,ESCUINTLA,17000,TRANSFERENCIAS DE CAPITAL,17100,DEL SECTOR PRIVADO,17110,DE PERSONAS Y UNIDADES FAMILIARES,17110,DE PERSONAS Y UNIDADES FAMILIARES,0.00,4063.75,4063.75,1060.00,1060.00
2019,REGIÓN V CENTRAL,12100502,MUNICIPALIDAD DE SANTA LUCÍA COTZUMALGUAPA,0500,ESCUINTLA,17000,TRANSFERENCIAS DE CAPITAL,17100,DEL SECTOR PRIVADO,17120,DE INSTITUCIONES SIN FINES DE LUCRO,17120,DE INSTITUCIONES SIN FINES DE LUCRO,0.00,1040019.83,1040019.83,1040019.83,1040019.83
2019,REGIÓN V CENTRAL,12100502,MUNICIPALIDAD DE SANTA LUCÍA COTZUMALGUAPA,0500,ESCUINTLA,17000,TRANSFERENCIAS DE CAPITAL,17200,DEL SECTOR PÚBLICO,17210,DE LA ADMINISTRACIÓN CENTRAL,17210,DE LA ADMINISTRACIÓN CENTRAL,27165535.00,2449559.48,29615094.48,29177423.12,29177423.12
2019,REGIÓN V CENTRAL,12100502,MUNICIPALIDAD DE SANTA LUCÍA COTZUMALGUAPA,0500,ESCUINTLA,17000,TRANSFERENCIAS DE CAPITAL,17200,DEL SECTOR PÚBLICO,17220,DE ENTIDADES DESCENTRALIZADAS Y AUTÓNOMAS NO FINANCIERAS,17220,DE ENTIDADES DESCENTRALIZADAS Y AUTÓNOMAS NO FINANCIERAS,0.00,15199405.00,15199405.00,14037141.00,14037141.00
2019,REGIÓN V CENTRAL,12100502,MUNICIPALIDAD DE SANTA LUCÍA COTZUMALGUAPA,0500,ESCUINTLA,23000,DISMINUCIÓN DE OTROS ACTIVOS FINANCIEROS,23100,DISMINUCIÓN DE DISPONIBILIDADES,23110,DISMINUCIÓN DE CAJA Y BANCOS,23110,DISMINUCIÓN DE CAJA Y BANCOS,0.00,20132830.03,20132830.03,0.00,0.00
2019,REGIÓN V CENTRAL,12100503,MUNICIPALIDAD DE LA DEMOCRACIA,0500,ESCUINTLA,10000,INGRESOS TRIBUTARIOS,10100,IMPUESTOS DIRECTOS,10140,IMPUESTOS MUNICIPALES,10141,SOBRE LA TENENCIA DE PATRIMONIO,1500000.00,0.00,1500000.00,1424775.63,1424775.63
2019,REGIÓN V CENTRAL,12100503,MUNICIPALIDAD DE LA DEMOCRACIA,0500,ESCUINTLA,10000,INGRESOS TRIBUTARIOS,10200,IMPUESTOS INDIRECTOS,10280,ARBITRIOS MUNICIPALES,10281,SOBRE ESTABLECIMIENTOS COMERCIALES,43600.00,0.00,43600.00,18171.70,18171.70
2019,REGIÓN V CENTRAL,12100503,MUNICIPALIDAD DE LA DEMOCRACIA,0500,ESCUINTLA,10000,INGRESOS TRIBUTARIOS,10200,IMPUESTOS INDIRECTOS,10280,ARBITRIOS MUNICIPALES,10282,SOBRE ESTABLECIMIENTOS DE SERVICIOS,1000.00,0.00,1000.00,0.00,0.00
2019,REGIÓN V CENTRAL,12100503,MUNICIPALIDAD DE LA DEMOCRACIA,0500,ESCUINTLA,10000,INGRESOS TRIBUTARIOS,10200,IMPUESTOS INDIRECTOS,10280,ARBITRIOS MUNICIPALES,10283,SOBRE ESTABLECIMIENTOS INDUSTRIALES,6500.00,0.00,6500.00,2310.00,2310.00
2019,REGIÓN V CENTRAL,12100503,MUNICIPALIDAD DE LA DEMOCRACIA,0500,ESCUINTLA,10000,INGRESOS TRIBUTARIOS,10200,IMPUESTOS INDIRECTOS,10280,ARBITRIOS MUNICIPALES,10286,SOBRE PRODUCTOS PRIMARIOS AGRÍCOLAS,3000000.00,0.00,3000000.00,1771034.48,1771034.48
2019,REGIÓN V CENTRAL,12100503,MUNICIPALIDAD DE LA DEMOCRACIA,0500,ESCUINTLA,10000,INGRESOS TRIBUTARIOS,10200,IMPUESTOS INDIRECTOS,10280,ARBITRIOS MUNICIPALES,10288,SOBRE PRODUCTOS INDUSTRIALES,2400000.00,0.00,2400000.00,0.00,0.00
2019,REGIÓN V CENTRAL,12100503,MUNICIPALIDAD DE LA DEMOCRACIA,0500,ESCUINTLA,10000,INGRESOS TRIBUTARIOS,10200,IMPUESTOS INDIRECTOS,10280,ARBITRIOS MUNICIPALES,10289,OTROS ARBITRIOS MUNICIPALES,301600.00,0.00,301600.00,154190.00,154190.00
2019,REGIÓN V CENTRAL,12100503,MUNICIPALIDAD DE LA DEMOCRACIA,0500,ESCUINTLA,11000,INGRESOS NO TRIBUTARIOS,11200,TASAS,11290,TASAS Y LICENCIAS VARIAS,11290,TASAS Y LICENCIAS VARIAS,1805000.00,0.00,1805000.00,34630.00,34630.00
2019,REGIÓN V CENTRAL,12100503,MUNICIPALIDAD DE LA DEMOCRACIA,0500,ESCUINTLA,11000,INGRESOS NO TRIBUTARIOS,11400,"ARRENDAMIENTO DE EDIFICIOS, EQUIPOS E INSTALACIONES",11410,DE EDIFICIOS Y VIVIENDAS,11410,DE EDIFICIOS Y VIVIENDAS,44500.00,0.00,44500.00,27015.00,27015.00
2019,REGIÓN V CENTRAL,12100503,MUNICIPALIDAD DE LA DEMOCRACIA,0500,ESCUINTLA,11000,INGRESOS NO TRIBUTARIOS,11900,OTROS INGRESOS NO TRIBUTARIOS,11990,OTROS INGRESOS NO TRIBUTARIOS,11990,OTROS INGRESOS NO TRIBUTARIOS,1563000.00,166226.48,1729226.48,179421.19,179421.19
2019,REGIÓN V CENTRAL,12100503,MUNICIPALIDAD DE LA DEMOCRACIA,0500,ESCUINTLA,13000,VTA. DE BIENES Y SERV. DE LA ADM. PÚBLICA,13200,VENTA DE SERVICIOS,13260,SERVICIOS ADMINISTRATIVOS MUNICIPALES,13260,SERVICIOS ADMINISTRATIVOS MUNICIPALES,55700.00,0.00,55700.00,72490.00,72490.00
2019,REGIÓN V CENTRAL,12100503,MUNICIPALIDAD DE LA DEMOCRACIA,0500,ESCUINTLA,14000,INGRESOS DE OPERACION,14100,VENTA DE BIENES,14190,VENTA DE OTROS BIENES,14190,VENTA DE OTROS BIENES,3000.00,0.00,3000.00,800.00,800.00
2019,REGIÓN V CENTRAL,12100503,MUNICIPALIDAD DE LA DEMOCRACIA,0500,ESCUINTLA,14000,INGRESOS DE OPERACION,14200,VENTA DE SERVICIOS,14240,SERVICIOS PÚBLICOS MUNICIPALES,14240,SERVICIOS PÚBLICOS MUNICIPALES,355000.00,0.00,355000.00,223018.00,223018.00
2019,REGIÓN V CENTRAL,12100503,MUNICIPALIDAD DE LA DEMOCRACIA,0500,ESCUINTLA,15000,RENTAS DE LA PROPIEDAD,15100,INTERESES,15130,POR DEPOSITOS,15131,POR DEPÓSITOS INTERNOS,2000.00,0.00,2000.00,10795.27,10795.27
2019,REGIÓN V CENTRAL,12100503,MUNICIPALIDAD DE LA DEMOCRACIA,0500,ESCUINTLA,15000,RENTAS DE LA PROPIEDAD,15200,DIVIDENDOS Y/O UTILIDADES,15210,DIVIDENDOS Y/O UTILIDADES,15211,DE EMPRESAS PÚBLICAS NACIONALES,1000000.00,0.00,1000000.00,1166226.48,1166226.48
2019,REGIÓN V CENTRAL,12100503,MUNICIPALIDAD DE LA DEMOCRACIA,0500,ESCUINTLA,16000,TRANSFERENCIAS CORRIENTES,16200,DEL SECTOR PÚBLICO,16210,DE LA ADMINISTRACIÓN CENTRAL,16210,DE LA ADMINISTRACIÓN CENTRAL,4535000.00,268326.30,4803326.30,4214696.00,4214696.00
2019,REGIÓN V CENTRAL,12100503,MUNICIPALIDAD DE LA DEMOCRACIA,0500,ESCUINTLA,17000,TRANSFERENCIAS DE CAPITAL,17200,DEL SECTOR PÚBLICO,17210,DE LA ADMINISTRACIÓN CENTRAL,17210,DE LA ADMINISTRACIÓN CENTRAL,22565000.00,1019483.58,23584483.58,20403272.86,20403272.86
2019,REGIÓN V CENTRAL,12100503,MUNICIPALIDAD DE LA DEMOCRACIA,0500,ESCUINTLA,17000,TRANSFERENCIAS DE CAPITAL,17200,DEL SECTOR PÚBLICO,17220,DE ENTIDADES DESCENTRALIZADAS Y AUTÓNOMAS NO FINANCIERAS,17220,DE ENTIDADES DESCENTRALIZADAS Y AUTÓNOMAS NO FINANCIERAS,0.00,16977940.70,16977940.70,11221118.70,11221118.70
2019,REGIÓN V CENTRAL,12100503,MUNICIPALIDAD DE LA DEMOCRACIA,0500,ESCUINTLA,23000,DISMINUCIÓN DE OTROS ACTIVOS FINANCIEROS,23100,DISMINUCIÓN DE DISPONIBILIDADES,23110,DISMINUCIÓN DE CAJA Y BANCOS,23110,DISMINUCIÓN DE CAJA Y BANCOS,0.00,54695.06,54695.06,0.00,0.00
2019,REGIÓN V CENTRAL,12100503,MUNICIPALIDAD DE LA DEMOCRACIA,0500,ESCUINTLA,23000,DISMINUCIÓN DE OTROS ACTIVOS FINANCIEROS,23400,DISM. DE ACT. DIFERIDOS Y ANTICIPOS A CONTRATISTAS,23440,DISMINUCIÓN DE ANTICIPOS A CONTRATISTAS Y PROVEEDORES A LARGO PLAZO,23440,DISMINUCIÓN DE ANTICIPOS A CONTRATISTAS Y PROVEEDORES A LARGO PLAZO,0.00,915792.62,915792.62,0.00,0.00
2019,REGIÓN V CENTRAL,12100504,MUNICIPALIDAD DE SIQUINALÁ,0500,ESCUINTLA,10000,INGRESOS TRIBUTARIOS,10100,IMPUESTOS DIRECTOS,10140,IMPUESTOS MUNICIPALES,10141,SOBRE LA TENENCIA DE PATRIMONIO,1300000.00,0.00,1300000.00,991271.79,991271.79
2019,REGIÓN V CENTRAL,12100504,MUNICIPALIDAD DE SIQUINALÁ,0500,ESCUINTLA,10000,INGRESOS TRIBUTARIOS,10200,IMPUESTOS INDIRECTOS,10280,ARBITRIOS MUNICIPALES,10281,SOBRE ESTABLECIMIENTOS COMERCIALES,73500.00,0.00,73500.00,33425.00,33425.00
2019,REGIÓN V CENTRAL,12100504,MUNICIPALIDAD DE SIQUINALÁ,0500,ESCUINTLA,10000,INGRESOS TRIBUTARIOS,10200,IMPUESTOS INDIRECTOS,10280,ARBITRIOS MUNICIPALES,10282,SOBRE ESTABLECIMIENTOS DE SERVICIOS,21000.00,0.00,21000.00,18145.20,18145.20
2019,REGIÓN V CENTRAL,12100504,MUNICIPALIDAD DE SIQUINALÁ,0500,ESCUINTLA,10000,INGRESOS TRIBUTARIOS,10200,IMPUESTOS INDIRECTOS,10280,ARBITRIOS MUNICIPALES,10283,SOBRE ESTABLECIMIENTOS INDUSTRIALES,4000.00,0.00,4000.00,1540.00,1540.00
2019,REGIÓN V CENTRAL,12100504,MUNICIPALIDAD DE SIQUINALÁ,0500,ESCUINTLA,10000,INGRESOS TRIBUTARIOS,10200,IMPUESTOS INDIRECTOS,10280,ARBITRIOS MUNICIPALES,10284,SOBRE DIVERSIONES Y ESPECTÁCULOS,15000.00,0.00,15000.00,15275.00,15275.00
2019,REGIÓN V CENTRAL,12100504,MUNICIPALIDAD DE SIQUINALÁ,0500,ESCUINTLA,10000,INGRESOS TRIBUTARIOS,10200,IMPUESTOS INDIRECTOS,10280,ARBITRIOS MUNICIPALES,10286,SOBRE PRODUCTOS PRIMARIOS AGRÍCOLAS,2800000.00,0.00,2800000.00,2876095.71,2876095.71
